,LOCATION,TIME,Value
1220,SWE,1974,27376.0528092134
1221,SWE,1975,30488.534340377
1222,SWE,1976,33511.7811076448
1223,SWE,1977,35334.5963178615
1224,SWE,1978,37528.6409848933
1225,SWE,1979,41843.5115741159
1226,SWE,1980,45978.7141534245
1227,SWE,1981,50788.1871397768
1228,SWE,1982,54096.2457538569
1229,SWE,1983,55135.1268802541
1230,SWE,1984,58245.3616244151
1231,SWE,1985,61859.7531227068
1232,SWE,1986,66231.0056765547
1233,SWE,1987,71691.2353788351
1234,SWE,1988,76620.1921460038
1235,SWE,1989,80831.3069556894
1236,SWE,1990,83821.947112575
1237,SWE,1991,86818.7865962917
1238,SWE,1992,87759.4451435192
1239,SWE,1993,87342.1831759602
1240,SWE,1994,90766.5854282444
1241,SWE,1995,93551.2480448437
1242,SWE,1996,97346.7867643921
1243,SWE,1997,101411.936427909
1244,SWE,1998,105154.195032634
1245,SWE,1999,112424.396577909
1246,SWE,2000,122676.612044396
1247,SWE,2001,123784.503410298
1248,SWE,2002,127878.862921808
1249,SWE,2003,130334.404446694
1250,SWE,2004,137656.567719647
1251,SWE,2005,143171.829858373
1252,SWE,2006,152637.329014606
1253,SWE,2007,164836.67482553
1254,SWE,2008,172627.925984627
1255,SWE,2009,174982.000372528
1256,SWE,2010,183220.329517258
1257,SWE,2011,191961.806796529
1258,SWE,2012,195843.707034588
1259,SWE,2013,198665.663739994
1260,SWE,2014,204886.689414893
1261,SWE,2015,210901.799882469
1262,SWE,2016,217134.651488393
1263,SWE,2017,222957.918644033
1264,SWE,2018,232981.005294391
1265,SWE,2019,241172.86070586
1266,SWE,2020,233069.124974004
1267,SWE,2021,249334.700343535
1268,CHE,1970,23201.1110438635
1269,CHE,1971,25337.9873828664
1270,CHE,1972,27627.3375283793
1271,CHE,1973,29918.6590163368
1272,CHE,1974,32872.6836061334
1273,CHE,1975,34571.8952218972
1274,CHE,1976,36857.2174298567
1275,CHE,1977,40443.9906547165
1276,CHE,1978,44218.4226916652
1277,CHE,1979,48760.4449385517
1278,CHE,1980,55430.311333596
1279,CHE,1981,60977.6984099428
1280,CHE,1982,64527.0319399708
1281,CHE,1983,68118.4249854508
1282,CHE,1984,71836.0595224799
1283,CHE,1985,75929.862052542
1284,CHE,1986,79755.3187440732
1285,CHE,1987,84675.2965418705
1286,CHE,1988,89862.345355423
1287,CHE,1989,96157.1623826882
1288,CHE,1990,101961.958310182
1289,CHE,1991,107289.191210991
1290,CHE,1992,110665.769697093
1291,CHE,1993,113000.878349777
1292,CHE,1994,116765.575911151
1293,CHE,1995,120276.352009489
1294,CHE,1996,125150.724085492
1295,CHE,1997,131151.154214361
1296,CHE,1998,134385.232266276
1297,CHE,1999,137278.163272532
1298,CHE,2000,141502.497235835
1299,CHE,2001,147616.045022621
1300,CHE,2002,151509.231702538
1301,CHE,2003,153827.721916905
1302,CHE,2004,160054.4627787
1303,CHE,2005,164408.477521111
1304,CHE,2006,174143.784558612
1305,CHE,2007,188001.52787219
1306,CHE,2008,199934.778923887
1307,CHE,2009,205676.005222625
1308,CHE,2010,210414.56163075
1309,CHE,2011,218712.35619903
1310,CHE,2012,226145.159694521
1311,CHE,2013,238671.875353286
1312,CHE,2014,243917.574060178
1313,CHE,2015,249909.753679989
1314,CHE,2016,259270.936313205
1315,CHE,2017,265933.593327864
1316,CHE,2018,274827.650528191
1317,CHE,2019,283735.272020114
1318,CHE,2020,268977.451644088
1319,CHE,2021,276370.818731266
1320,TUR,1970,29094.2316332048
1321,TUR,1971,33219.04135103
1322,TUR,1972,36638.7167651343
1323,TUR,1973,39111.728733583
1324,TUR,1974,39762.9178699318
1325,TUR,1975,46824.6282323551
1326,TUR,1976,53876.6600164142
1327,TUR,1977,68853.9757374598
1328,TUR,1978,75064.8755193516
1329,TUR,1979,80708.3659047758
1330,TUR,1980,94648.7282382519
1331,TUR,1981,95281.8433383131
1332,TUR,1982,107495.764542042
1333,TUR,1983,119586.60081088
1334,TUR,1984,134165.584334777
1335,TUR,1985,138015.498478237
1336,TUR,1986,149242.832983084
1337,TUR,1987,153359.80184387
1338,TUR,1988,161291.630646256
1339,TUR,1989,166595.030912671
