LOCATION,TIME,Value
DEU,1998,67.21895
DEU,1999,69.63102
DEU,2000,88.42961
DEU,2001,66.73634
DEU,2002,51.15005
DEU,2003,39.66995
DEU,2004,48.79838
DEU,2005,56.45248
DEU,2006,70.41808
DEU,2007,87.4803
DEU,2008,69.57014
DEU,2009,52.36926
DEU,2010,63.39005
DEU,2011,66.46419
DEU,2012,66.70228
DEU,2013,79.0173
DEU,2014,88.42544
DEU,2015,100.0
DEU,2016,91.89334
DEU,2017,109.5325
DEU,2018,107.8782
DEU,2019,102.5257
DEU,2020,101.9467
DEU,2021,123.1311
DEU,2022,105.0407
GRC,1985,6.330151
GRC,1986,9.904447
GRC,1987,29.99936
GRC,1988,40.05812
GRC,1989,49.1986
GRC,1990,141.7086
GRC,1991,139.3884
GRC,1992,109.6154
GRC,1993,112.6313
GRC,1994,129.2496
GRC,1995,124.3972
GRC,1996,131.0766
GRC,1997,207.0255
GRC,1998,306.1575
GRC,1999,621.54
GRC,2000,586.0021
GRC,2001,381.6712
GRC,2002,291.1996
GRC,2003,257.9586
GRC,2004,329.2562
GRC,2005,425.8905
GRC,2006,539.4115
GRC,2007,657.8223
GRC,2008,459.718
GRC,2009,293.7915
GRC,2010,231.0143
GRC,2011,157.5795
GRC,2012,96.14282
GRC,2013,134.966
GRC,2014,155.1881
GRC,2015,100.0
GRC,2016,77.87751
GRC,2017,100.0956
GRC,2018,100.8969
GRC,2019,107.7595
GRC,2020,93.04646
GRC,2021,117.6911
GRC,2022,118.5721
HUN,1991,4.789168
HUN,1992,4.270339
HUN,1993,4.450284
HUN,1994,7.835164
HUN,1995,6.769362
HUN,1996,14.17408
HUN,1997,31.07192
HUN,1998,33.55391
HUN,1999,31.94708
HUN,2000,41.57885
HUN,2001,32.81122
HUN,2002,36.92323
HUN,2003,39.91549
HUN,2004,55.80927
HUN,2005,90.32118
HUN,2006,107.1495
HUN,2007,124.0741
HUN,2008,93.90987
HUN,2009,76.30347
HUN,2010,106.9216
HUN,2011,97.6552
HUN,2012,85.91592
HUN,2013,88.71939
HUN,2014,85.26563
HUN,2015,100.0
HUN,2016,128.9398
HUN,2017,169.6171
HUN,2018,179.0313
HUN,2019,197.1123
HUN,2020,176.7274
HUN,2021,228.5557
HUN,2022,207.0559
ISL,1993,30.02473
ISL,1994,31.83136
ISL,1995,41.20821
ISL,1996,67.18021
ISL,1997,93.85278
ISL,1998,88.51592
ISL,1999,107.2021
ISL,2000,135.1236
ISL,2001,98.80293
ISL,2002,117.1337
ISL,2003,144.0531
ISL,2004,249.7877
ISL,2005,351.2577
ISL,2006,482.9109
ISL,2007,616.5262
ISL,2008,309.0745
ISL,2009,40.88811
ISL,2010,49.44404
ISL,2011,52.94775
ISL,2012,57.05463
ISL,2013,68.03783
ISL,2014,76.15238
ISL,2015,100.0
ISL,2016,111.2266
ISL,2017,115.8705
ISL,2018,114.7347
ISL,2019,123.1478
ISL,2020,132.5601
ISL,2021,202.2635
ISL,2022,209.687
IRL,1955,0.7721893
IRL,1956,0.6982011
IRL,1957,0.6345355
IRL,1958,0.6325825
IRL,1959,0.8402629
IRL,1960,1.057206
IRL,1961,1.252164
IRL,1962,1.434066
IRL,1963,1.749325
IRL,1964,2.179472
IRL,1965,2.116867
IRL,1966,1.975642
IRL,1967,1.971903
IRL,1968,2.812389
IRL,1969,2.97292
IRL,1970,2.615422
IRL,1971,2.536077
IRL,1972,3.732053
IRL,1973,4.408604
IRL,1974,2.961593
IRL,1975,2.881412
IRL,1976,3.054441
IRL,1977,3.835782
IRL,1978,5.806959
IRL,1979,6.213727
IRL,1980,6.109776
IRL,1981,6.337878
IRL,1982,5.188271
IRL,1983,6.931392
IRL,1984,8.862766
IRL,1985,9.513672
IRL,1986,14.74978
IRL,1987,21.38294
IRL,1988,21.18876
IRL,1989,26.63401
IRL,1990,24.89549
IRL,1991,22.33466
IRL,1992,21.01546
IRL,1993,25.62141
IRL,1994,29.925
IRL,1995,32.41767
IRL,1996,40.41537
IRL,1997,54.64382
IRL,1998,77.06102
IRL,1999,80.74009
IRL,2000,86.11125
