,LOCATION,TIME,HOUSESPEND
908,NLD,1983,96701.5588257448
909,NLD,1984,100960.949647607
910,NLD,1985,105934.888655858
911,NLD,1986,110802.658140739
912,NLD,1987,116590.235528996
913,NLD,1988,123025.861370446
914,NLD,1989,132449.840430906
915,NLD,1990,143850.132468197
916,NLD,1991,152685.145359941
917,NLD,1992,157876.890444642
918,NLD,1993,163121.648479089
919,NLD,1994,169774.480654433
920,NLD,1995,177968.007825093
921,NLD,1996,190606.402079854
922,NLD,1997,202180.653742191
923,NLD,1998,217446.63053577
924,NLD,1999,233735.093621381
925,NLD,2000,255691.344033262
926,NLD,2001,264959.42008122
927,NLD,2002,278092.462712946
928,NLD,2003,274762.308254673
929,NLD,2004,287280.325689472
930,NLD,2005,297382.089871624
931,NLD,2006,310098.451517899
932,NLD,2007,327502.95711872
933,NLD,2008,340300.09035064
934,NLD,2009,327091.000404523
935,NLD,2010,329747.796766127
936,NLD,2011,337779.689555203
937,NLD,2012,336653.582457657
938,NLD,2013,344237.375688817
939,NLD,2014,345072.314406015
940,NLD,2015,349850.597959906
941,NLD,2016,362029.159365614
942,NLD,2017,380104.619812463
943,NLD,2018,404756.273958362
944,NLD,2019,418553.138348479
945,NLD,2020,398834.068771595
946,NLD,2021,423057.773201073
947,NZL,1970,6924.52808685455
948,NZL,1971,7249.18092237188
949,NZL,1972,8010.00551902073
950,NZL,1973,9150.84191175078
951,NZL,1974,10516.653314623
952,NZL,1975,11307.3669812021
953,NZL,1976,11553.7899517847
954,NZL,1977,11898.5022225958
955,NZL,1978,12959.1759973086
956,NZL,1979,14049.7877862337
957,NZL,1980,15532.4936130776
958,NZL,1981,17303.2986957169
959,NZL,1982,17999.7915217093
960,NZL,1983,19313.5323358432
961,NZL,1984,20799.4010513181
962,NZL,1985,21791.5438289247
963,NZL,1986,23178.3789822234
964,NZL,1987,24526.5972677176
965,NZL,1988,26548.0863794768
966,NZL,1989,28069.8894478324
967,NZL,1990,29279.9855721966
968,NZL,1991,29448.4136547862
969,NZL,1992,30292.827239401
970,NZL,1993,32149.8796476851
971,NZL,1994,35028.0756806641
972,NZL,1995,37297.5866621448
973,NZL,1996,39901.2461454766
974,NZL,1997,41720.1993025635
975,NZL,1998,43241.1946373586
976,NZL,1999,45192.151556157
977,NZL,2000,45997.1181750477
978,NZL,2001,48198.1019889408
979,NZL,2002,49868.1745326116
980,NZL,2003,52347.7592578541
981,NZL,2004,56696.8018840498
982,NZL,2005,59198.2496234328
983,NZL,2006,63158.0790624213
984,NZL,2007,67293.1045761286
985,NZL,2008,69636.9465435132
986,NZL,2009,70470.1800091051
987,NZL,2010,73706.8051618129
988,NZL,2011,78161.323294939
989,NZL,2012,80628.9483405229
990,NZL,2013,83211.4301627064
991,NZL,2014,87060.5088295912
992,NZL,2015,89790.3385356631
993,NZL,2016,99173.4385207184
994,NZL,2017,105684.137103386
995,NZL,2018,108779.285023083
996,NZL,2019,118160.191387581
997,NZL,2020,120423.281903615
998,NZL,2021,127770.996538672
999,NOR,1970,7346.12843853714
1000,NOR,1971,8081.03665248745
1001,NOR,1972,8584.31262384548
1002,NOR,1973,9369.21882298416
1003,NOR,1974,10652.4622773811
1004,NOR,1975,12151.01693201
1005,NOR,1976,13580.8216238641
1006,NOR,1977,15371.5686861832
1007,NOR,1978,16179.6592592781
1008,NOR,1979,18357.0581353105
1009,NOR,1980,20754.8015741212
1010,NOR,1981,22682.4752446504
1011,NOR,1982,24210.8900737112
1012,NOR,1983,25740.636061606
1013,NOR,1984,27565.3729869493
1014,NOR,1985,31158.6603337199
1015,NOR,1986,33444.12189201
1016,NOR,1987,34262.3845496729
1017,NOR,1988,34849.6633457393
1018,NOR,1989,36149.220623009
1019,NOR,1990,37997.6629591516
1020,NOR,1991,40086.5481831142
1021,NOR,1992,42128.103045547
1022,NOR,1993,44157.903951331
1023,NOR,1994,46609.6572024604
1024,NOR,1995,49310.081073741
1025,NOR,1996,54148.4811110953
1026,NOR,1997,56169.6819193987
1027,NOR,1998,58220.9492014622
1028,NOR,1999,60955.7215837235
1029,NOR,2000,64877.4500716077
1030,NOR,2001,66819.5322370177
1031,NOR,2002,70507.9229584835
1032,NOR,2003,73528.7710925253
1033,NOR,2004,79386.6085079862
1034,NOR,2005,83861.7661971705
1035,NOR,2006,91058.5605806473
1036,NOR,2007,100071.394440102
1037,NOR,2008,103999.267426141
1038,NOR,2009,106044.638791005
1039,NOR,2010,111355.379388503
1040,NOR,2011,115045.026464178
1041,NOR,2012,120063.118764359
1042,NOR,2013,126399.332626335
1043,NOR,2014,130791.118315616
1044,NOR,2015,127773.200736444
1045,NOR,2016,132075.55798271
1046,NOR,2017,141727.689071648
1047,NOR,2018,148064.505884084
1048,NOR,2019,153577.850263842
1049,NOR,2020,141661.227808798
1050,NOR,2021,150103.698048131
1083,PRT,1970,11285.6850524894
1084,PRT,1971,13256.9745518842
1085,PRT,1972,14261.4213095864
1086,PRT,1973,16836.2661504865
1087,PRT,1974,20399.362189532
1088,PRT,1975,21904.2808842149
1089,PRT,1976,23914.5053565912
1090,PRT,1977,25622.791812639
1091,PRT,1978,26847.0646996288
1092,PRT,1979,29265.5553132035
1093,PRT,1980,33722.1303270346
1094,PRT,1981,37756.7337920108
1095,PRT,1982,40769.1061036927
1096,PRT,1983,41978.1874714653
1097,PRT,1984,42256.865278
1098,PRT,1985,44011.2283279721
1099,PRT,1986,47503.840723131
1100,PRT,1987,51556.9620860378
1101,PRT,1988,57228.6249760736
1102,PRT,1989,61485.5949422011
1103,PRT,1990,68317.8433782894
1104,PRT,1991,73588.0524672461
1105,PRT,1992,79128.1932071336
1106,PRT,1993,81992.7369082137
1107,PRT,1994,84561.8985672307
1108,PRT,1995,86857.0372695192
1109,PRT,1996,91360.3028419664
1110,PRT,1997,95627.5281314419
1111,PRT,1998,99250.1158193415
1112,PRT,1999,107836.120996356
1113,PRT,2000,116358.061283554
1114,PRT,2001,120659.072873645
1115,PRT,2002,123851.876148291
1116,PRT,2003,129284.921258884
1117,PRT,2004,135453.980275266
1118,PRT,2005,145064.58926365
1119,PRT,2006,153923.83487357
1120,PRT,2007,158579.335642186
1121,PRT,2008,165897.120389142
1122,PRT,2009,160853.698014198
1123,PRT,2010,169160.096396503
1124,PRT,2011,167200.472204386
1125,PRT,2012,162214.241252633
1126,PRT,2013,167774.230818225
1127,PRT,2014,171514.213516318
1128,PRT,2015,175043.564858156
1129,PRT,2016,185442.574438638
1130,PRT,2017,189680.129657049
1131,PRT,2018,202692.414890144
1132,PRT,2019,216632.172000097
1133,PRT,2020,196163.718515426
1134,PRT,2021,207307.838879249
1164,ESP,1970,54544.4274104473
1165,ESP,1971,59761.1304758003
1166,ESP,1972,66929.7086538598
1167,ESP,1973,76034.9666485128
1168,ESP,1974,88231.7486720274
1169,ESP,1975,97307.4022349497
1170,ESP,1976,108393.436380296
1171,ESP,1977,117175.332678173
1172,ESP,1978,126456.766369034
1173,ESP,1979,139481.29966955
1174,ESP,1980,157693.280838223
1175,ESP,1981,170103.677731639
1176,ESP,1982,179624.235226208
1177,ESP,1983,187993.136661787
1178,ESP,1984,194704.815561798
1179,ESP,1985,206098.2711129
1180,ESP,1986,217747.909964306
1181,ESP,1987,237821.737902296
1182,ESP,1988,259203.011016782
1183,ESP,1989,285202.178071314
1184,ESP,1990,308175.358188151
1185,ESP,1991,327672.561317013
1186,ESP,1992,343719.100740346
1187,ESP,1993,345577.949652202
1188,ESP,1994,356614.917497869
1189,ESP,1995,370362.929869037
1190,ESP,1996,384055.651491316
1191,ESP,1997,407465.685851218
1192,ESP,1998,432276.756187383
1193,ESP,1999,458807.649622692
1194,ESP,2000,502405.818479385
1195,ESP,2001,543710.388701538
1196,ESP,2002,582851.515315088
1197,ESP,2003,602280.844748033
1198,ESP,2004,634839.009434792
1199,ESP,2005,678267.663878391
1200,ESP,2006,733421.397812903
1201,ESP,2007,766988.726796635
1202,ESP,2008,794746.721651697
1203,ESP,2009,759698.524473725
1204,ESP,2010,778181.222445953
1205,ESP,2011,785812.633762926
1206,ESP,2012,781009.881524194
1207,ESP,2013,793384.244832196
1208,ESP,2014,823284.094281393
1209,ESP,2015,853744.535467359
1210,ESP,2016,902385.659545704
1211,ESP,2017,954227.590849766
1212,ESP,2018,983538.603454291
1213,ESP,2019,1032176.19977441
1214,ESP,2020,883914.934517953
1215,ESP,2021,951611.374417683
1216,SWE,1970,19875.8923459248
1217,SWE,1971,20740.748570588
1218,SWE,1972,22177.7284981259
1219,SWE,1973,23979.5259204104
1220,SWE,1974,27376.0516059427
1221,SWE,1975,30488.5329983564
1222,SWE,1976,33511.7796367293
1223,SWE,1977,35334.5947678795
1224,SWE,1978,37528.6393361852
1225,SWE,1979,41843.5097335358
1226,SWE,1980,45978.7121316942
1227,SWE,1981,50788.1849042939
1228,SWE,1982,54096.2433765881
1229,SWE,1983,55135.1244566648
1230,SWE,1984,58245.359062001
1231,SWE,1985,61859.7503967801
1232,SWE,1986,66231.0027684786
1233,SWE,1987,71691.2322264091
1234,SWE,1988,76620.188780597
1235,SWE,1989,80831.3033973702
1236,SWE,1990,83821.9434192563
1237,SWE,1991,86818.7827695171
1238,SWE,1992,87759.4412814115
1239,SWE,1993,87342.1793295209
1240,SWE,1994,90766.581433955
1241,SWE,1995,93551.2439256042
1242,SWE,1996,97346.7861392281
1243,SWE,1997,101411.941026192
1244,SWE,1998,105154.197745458
1245,SWE,1999,112424.396577909
1246,SWE,2000,122676.622802324
1247,SWE,2001,123784.508834495
1248,SWE,2002,127878.862921808
1249,SWE,2003,130334.314299277
1250,SWE,2004,137656.436904085
1251,SWE,2005,143171.829858373
1252,SWE,2006,152637.367767499
1253,SWE,2007,164836.770081497
1254,SWE,2008,172627.925984627
1255,SWE,2009,174981.903636358
1256,SWE,2010,183220.2584869
1257,SWE,2011,191961.806796529
1258,SWE,2012,195843.707034588
1259,SWE,2013,198665.663739994
1260,SWE,2014,204886.689414893
1261,SWE,2015,210901.799882469
1262,SWE,2016,217134.651488393
1263,SWE,2017,222957.918644033
1264,SWE,2018,232981.005294391
1265,SWE,2019,241170.787359097
1266,SWE,2020,233069.124974004
1267,SWE,2021,248436.499278312
1268,CHE,1970,23198.3796504402
1269,CHE,1971,25335.0047565075
1270,CHE,1972,27624.0852526285
1271,CHE,1973,29915.1371428447
1272,CHE,1974,32868.8143239299
1273,CHE,1975,34567.825809484
1274,CHE,1976,36852.8786978875
1275,CHE,1977,40439.229585198
1276,CHE,1978,44213.2173077123
1277,CHE,1979,48754.7050654968
1278,CHE,1980,55423.7860866528
1279,CHE,1981,60970.5208368959
1280,CHE,1982,64519.4366112971
1281,CHE,1983,68110.4064746975
1282,CHE,1984,71827.6038155584
1283,CHE,1985,75920.9241623129
1284,CHE,1986,79745.9303208537
1285,CHE,1987,84665.3297778375
1286,CHE,1988,89851.7679583843
1287,CHE,1989,96145.8430074413
1288,CHE,1990,101961.953825431
1289,CHE,1991,107289.186524625
1290,CHE,1992,110665.764806905
1291,CHE,1993,113000.873416171
1292,CHE,1994,116765.570758589
1293,CHE,1995,120276.34671698
1294,CHE,1996,125150.723303727
1295,CHE,1997,131151.160200442
1296,CHE,1998,134385.23576559
1297,CHE,1999,137278.163272532
1298,CHE,2000,141502.509674822
1299,CHE,2001,147616.051450555
1300,CHE,2002,151509.231702538
1301,CHE,2003,153827.615479888
1302,CHE,2004,160054.310719659
1303,CHE,2005,164408.477521111
1304,CHE,2006,174143.828783739
1305,CHE,2007,188001.636523195
1306,CHE,2008,199934.778923887
1307,CHE,2009,205675.891488592
1308,CHE,2010,210414.480116466
1309,CHE,2011,218712.35619903
1310,CHE,2012,226145.159694521
1311,CHE,2013,238671.875353286
1312,CHE,2014,243917.574060178
1313,CHE,2015,249909.753679989
1314,CHE,2016,259270.936313205
1315,CHE,2017,265933.593327864
1316,CHE,2018,274827.650528191
1317,CHE,2019,283732.832915691
1318,CHE,2020,268977.451644088
1319,CHE,2021,276370.818731266
1320,TUR,1970,29094.2316332048
1321,TUR,1971,33219.04135103
1322,TUR,1972,36638.7167651343
1323,TUR,1973,39111.728733583
1324,TUR,1974,39762.9178699318
1325,TUR,1975,46824.6282323551
1326,TUR,1976,53876.6600164142
1327,TUR,1977,68853.9757374598
1328,TUR,1978,75064.8755193516
1329,TUR,1979,80708.3659047758
1330,TUR,1980,94648.7282382519
1331,TUR,1981,95281.8433383131
1332,TUR,1982,107495.764542042
1333,TUR,1983,119586.60081088
1334,TUR,1984,134165.584334777
1335,TUR,1985,138015.498478237
1336,TUR,1986,149242.832983084
1337,TUR,1987,153359.80184387
1338,TUR,1988,161291.630646256
1339,TUR,1989,166595.030912671
1340,TUR,1990,196705.392584805
1341,TUR,1991,208779.311372328
1342,TUR,1992,221259.512206656
1343,TUR,1993,246246.198396826
1344,TUR,1994,237851.31138794
1345,TUR,1995,254620.18756463
1346,TUR,1996,282005.345856337
1347,TUR,1997,311122.177629195
1348,TUR,1998,316504.021956252
1349,TUR,1999,320731.054014939
1350,TUR,2000,349389.727562384
1351,TUR,2001,343212.216158271
1352,TUR,2002,351507.74305437
1353,TUR,2003,366278.801208691
1354,TUR,2004,413121.441541783
1355,TUR,2005,446117.968265415
1356,TUR,2006,482641.708782687
1357,TUR,2007,522055.218085649
1358,TUR,2008,578951.781032775
1359,TUR,2009,570781.353741389
1360,TUR,2010,656637.428020341
1361,TUR,2011,767306.344743272
1362,TUR,2012,795713.164201835
1363,TUR,2013,861620.962973983
1364,TUR,2014,905905.327496098
1365,TUR,2015,976059.713134445
1366,TUR,2016,1003370.80766148
1367,TUR,2017,1075432.79408932
1368,TUR,2018,1093550.10174886
1369,TUR,2019,1132134.17956323
1370,TUR,2020,1090328.46298861
1371,TUR,2021,1272822.20611141
1372,GBR,1970,102124.385999733
1373,GBR,1971,109853.629941177
1374,GBR,1972,120828.363876305
1375,GBR,1973,134385.907251835
1376,GBR,1974,145967.254166376
1377,GBR,1975,157924.03707635
1378,GBR,1976,167407.551574181
1379,GBR,1977,177587.582737465
1380,GBR,1978,200110.494310275
1381,GBR,1979,227402.535138525
1382,GBR,1980,251678.022703954
1383,GBR,1981,274671.01562641
1384,GBR,1982,293093.949910758
1385,GBR,1983,318384.015892109
1386,GBR,1984,338057.898225668
1387,GBR,1985,363444.260289047
1388,GBR,1986,395354.291058494
1389,GBR,1987,429973.048104223
1390,GBR,1988,481432.80928657
1391,GBR,1989,519992.728714266
1392,GBR,1990,548115.000872049
1393,GBR,1991,554753.828986638
1394,GBR,1992,578519.861773863
1395,GBR,1993,618638.146787475
1396,GBR,1994,653772.618457088
1397,GBR,1995,681982.531066502
1398,GBR,1996,739477.370713647
1399,GBR,1997,793466.60390934
1400,GBR,1998,818065.187910535
1401,GBR,1999,859394.255762719
1402,GBR,2000,937624.837071056
1403,GBR,2001,1004511.71028124
1404,GBR,2002,1028963.41732785
1405,GBR,2003,1083903.56315339
1406,GBR,2004,1162337.99362421
1407,GBR,2005,1185777.9177971
1408,GBR,2006,1253886.85239036
1409,GBR,2007,1298703.5185679
1410,GBR,2008,1334701.59143166
1411,GBR,2009,1275603.50057769
1412,GBR,2010,1324894.85651537
1413,GBR,2011,1372948.64223921
1414,GBR,2012,1403035.42028263
1415,GBR,2013,1459841.12808988
1416,GBR,2014,1506799.47953519
1417,GBR,2015,1534839.82861527
1418,GBR,2016,1645081.62740196
1419,GBR,2017,1709142.9191726
1420,GBR,2018,1794303.81196835
1421,GBR,2019,1880451.25502327
1422,GBR,2020,1615352.94881796
1423,GBR,2021,1790165.49608004
1424,USA,1970,646724.0
1425,USA,1971,699937.0
1426,USA,1972,768153.0
1427,USA,1973,849575.0
1428,USA,1974,930161.0
1429,USA,1975,1030547.0
1430,USA,1976,1147666.0
1431,USA,1977,1273975.0
1432,USA,1978,1422252.0
1433,USA,1979,1585420.0
1434,USA,1980,1750667.0
1435,USA,1981,1933951.0
1436,USA,1982,2071256.0
1437,USA,1983,2281605.0
1438,USA,1984,2492340.0
1439,USA,1985,2712830.0
1440,USA,1986,2886278.0
1441,USA,1987,3076279.0
1442,USA,1988,3330012.0
1443,USA,1989,3576758.0
1444,USA,1990,3808994.0
1445,USA,1991,3943449.0
1446,USA,1992,4197559.0
1447,USA,1993,4451984.0
1448,USA,1994,4720965.0
1449,USA,1995,4962590.0
1450,USA,1996,5244596.0
1451,USA,1997,5536790.0
1452,USA,1998,5877248.0
1453,USA,1999,6283758.0
1454,USA,2000,6767179.0
1455,USA,2001,7073801.0
1456,USA,2002,7348941.0
1457,USA,2003,7740749.0
1458,USA,2004,8231960.0
1459,USA,2005,8769066.0
1460,USA,2006,9277236.0
1461,USA,2007,9746594.0
1462,USA,2008,10050083.0
1463,USA,2009,9891218.0
1464,USA,2010,10260256.0
1465,USA,2011,10698857.0
1466,USA,2012,11047363.0
1467,USA,2013,11363528.0
1468,USA,2014,11847725.0
1469,USA,2015,12263476.0
1470,USA,2016,12693266.0
1471,USA,2017,13233609.0
1472,USA,2018,13904979.0
1473,USA,2019,14392721.0
1474,USA,2020,14116166.0
1475,USA,2021,15902575.0
